ID;R;G;B;Country;StateName;ProvinceName
39912;204;233;121;Venezuela;Monagas;Punceres
39913;192;128;74;Venezuela;Monagas;Santa Barbara
39914;53;148;96;Venezuela;Monagas;Sotillo
39915;151;57;46;Venezuela;Monagas;Uracoa
39916;86;131;111;Venezuela;Nueva Esparta;Antolín del Campo
39917;53;75;220;Venezuela;Nueva Esparta;Arismendi
39918;207;187;95;Venezuela;Nueva Esparta;Díaz
39919;224;85;192;Venezuela;Nueva Esparta;García
39920;222;126;79;Venezuela;Nueva Esparta;Gómez
39921;59;98;228;Venezuela;Nueva Esparta;Isla de Coche
39922;141;97;227;Venezuela;Nueva Esparta;Maneiro
39923;129;254;138;Venezuela;Nueva Esparta;Marcano
39924;122;204;115;Venezuela;Nueva Esparta;Mariño
39925;173;126;185;Venezuela;Nueva Esparta;Peninsula de Macanao
39926;75;245;101;Venezuela;Nueva Esparta;Tubores
39927;239;174;46;Venezuela;Portuguesa;Agua Blanca
39928;224;87;209;Venezuela;Portuguesa;Araure
39929;200;255;63;Venezuela;Portuguesa;Esteller
39930;174;142;175;Venezuela;Portuguesa;Guanare
39931;168;115;234;Venezuela;Portuguesa;Guanarito
39932;252;183;83;Venezuela;Portuguesa;Monseñor José Vicente de Unda
39933;128;62;101;Venezuela;Portuguesa;Ospino
39934;49;217;192;Venezuela;Portuguesa;Páez
39935;140;169;136;Venezuela;Portuguesa;Papelón
39936;87;52;210;Venezuela;Portuguesa;San Genaro de Boconoito
39937;193;209;210;Venezuela;Portuguesa;San Rafael de Onoto
39938;86;83;79;Venezuela;Portuguesa;Santa Rosalía
39939;69;104;114;Venezuela;Portuguesa;Sucre
39940;95;174;168;Venezuela;Portuguesa;Turén
39941;96;108;63;Venezuela;Sucre;Andrés Eloy Blanco
39942;52;111;92;Venezuela;Sucre;Andrés Mata
39943;167;52;58;Venezuela;Sucre;Arismendi
39944;137;120;234;Venezuela;Sucre;Benítez
39945;76;64;234;Venezuela;Sucre;Bermúdez
39946;202;72;209;Venezuela;Sucre;Bolívar
39947;179;153;170;Venezuela;Sucre;Cajigal
39948;67;179;167;Venezuela;Sucre;Cruz Salmerón Acosta
39949;68;214;253;Venezuela;Sucre;Libertador
39950;176;203;210;Venezuela;Sucre;Mariño
39951;63;145;144;Venezuela;Sucre;Mejía
39952;255;242;56;Venezuela;Sucre;Montes
39953;132;90;191;Venezuela;Sucre;Ribero
39954;120;51;200;Venezuela;Sucre;Sucre
39955;247;184;206;Venezuela;Sucre;Valdez
39956;240;170;181;Venezuela;Táchira;Andrés Bello
39957;85;233;234;Venezuela;Táchira;Antonio Rómulo Costa
39958;106;58;86;Venezuela;Táchira;Ayacucho
39959;249;152;165;Venezuela;Táchira;Bolívar
39960;149;206;194;Venezuela;Táchira;Cárdenas
39961;115;138;74;Venezuela;Táchira;Córdoba
39962;232;111;140;Venezuela;Táchira;Fernández Feo
39963;121;191;184;Venezuela;Táchira;Francisco de Miranda
39964;251;217;129;Venezuela;Táchira;García de Hevia
39965;222;82;131;Venezuela;Táchira;Guasimos
39966;250;236;185;Venezuela;Táchira;Independencia
39967;80;235;186;Venezuela;Táchira;Jauregui
39968;202;47;184;Venezuela;Táchira;José María Vargas
39969;94;224;92;Venezuela;Táchira;Junín
39970;198;67;249;Venezuela;Táchira;Libertad
39971;210;223;173;Venezuela;Táchira;Libertador
39972;123;161;94;Venezuela;Táchira;Lobatera
39973;165;253;48;Venezuela;Táchira;Michelena
39974;215;235;153;Venezuela;Táchira;Panamericano
39975;202;185;97;Venezuela;Táchira;Pedro María Ureña
39976;244;89;95;Venezuela;Táchira;Rafael Urdaneta
39977;123;61;139;Venezuela;Táchira;Samuel Dario Maldonado
39978;210;163;107;Venezuela;Táchira;San Cristóbal
39979;171;51;79;Venezuela;Táchira;San Judas Tadeo
39980;151;205;244;Venezuela;Táchira;Seboruco
39981;236;194;130;Venezuela;Táchira;Simón Rodriguez
39982;190;96;203;Venezuela;Táchira;Sucre
39983;202;204;107;Venezuela;Táchira;Torbes
39984;162;221;186;Venezuela;Táchira;Uribante
39985;167;95;87;Venezuela;Trujillo;Andrés Bello
39986;139;246;92;Venezuela;Trujillo;Boconó
39987;201;152;141;Venezuela;Trujillo;Bolívar
39988;45;247;255;Venezuela;Trujillo;Candelaria
39989;215;52;137;Venezuela;Trujillo;Carache
39990;61;72;171;Venezuela;Trujillo;Escuque
39991;168;151;78;Venezuela;Trujillo;José Felipe Márquez Cañizalez
39992;147;204;68;Venezuela;Trujillo;Juan Vicente Campos Elías
39993;133;167;214;Venezuela;Trujillo;La Ceiba
39994;105;210;220;Venezuela;Trujillo;Miranda
39995;224;178;68;Venezuela;Trujillo;Monte Carmelo
39996;250;174;224;Venezuela;Trujillo;Motatán
39997;247;169;69;Venezuela;Trujillo;Pampán
39998;112;235;88;Venezuela;Trujillo;Pampanito
39999;108;222;82;Venezuela;Trujillo;Rafael Rangel
40000;242;158;183;Venezuela;Trujillo;San Rafael de Carvajal
40001;48;107;203;Venezuela;Trujillo;Sucre
40002;111;83;103;Venezuela;Trujillo;Trujillo
40003;210;170;84;Venezuela;Trujillo;Urdaneta
40004;90;123;175;Venezuela;Trujillo;Valera
40005;221;228;132;Venezuela;Vargas;Vargas
40006;249;116;225;Venezuela;Yaracuy;Arístides Bastidas
40007;65;178;244;Venezuela;Yaracuy;Bolívar
40008;75;130;79;Venezuela;Yaracuy;Bruzual
40009;80;146;181;Venezuela;Yaracuy;Cocorote
40010;220;90;116;Venezuela;Yaracuy;Independencia
40011;192;244;149;Venezuela;Yaracuy;José Antonio Páez
40012;143;122;54;Venezuela;Yaracuy;La Trinidad
40013;52;85;76;Venezuela;Yaracuy;Manuel Monge
40014;165;83;180;Venezuela;Yaracuy;Nirgua
40015;119;98;191;Venezuela;Yaracuy;Peña
40016;193;157;84;Venezuela;Yaracuy;San Felipe
40017;131;231;118;Venezuela;Yaracuy;Sucre
40018;198;144;212;Venezuela;Yaracuy;Urachiche
40019;144;169;45;Venezuela;Yaracuy;Veroes
40020;242;119;193;Venezuela;Zulia;Almirante Padilla
40021;151;79;200;Venezuela;Zulia;Baralt
40022;184;112;113;Venezuela;Zulia;Cabimas
40023;63;157;123;Venezuela;Zulia;Catatumbo
40024;108;104;246;Venezuela;Zulia;Colón
40025;90;242;136;Venezuela;Zulia;Francisco Javier Pulgar
40026;60;58;82;Venezuela;Zulia;Guajira
40027;120;71;154;Venezuela;Zulia;Jesús Enrique Lossada
40028;45;129;51;Venezuela;Zulia;Jesús María Semprún
40029;176;239;178;Venezuela;Zulia;La Cañada de Urdaneta
40030;225;191;157;Venezuela;Zulia;Lagunillas
40031;220;171;195;Venezuela;Zulia;Machiques de Perijá
40032;195;196;120;Venezuela;Zulia;Mara
40033;144;74;239;Venezuela;Zulia;Maracaibo
40034;89;207;126;Venezuela;Zulia;Miranda
40035;84;198;185;Venezuela;Zulia;Rosario de Perijá
40036;191;165;149;Venezuela;Zulia;San Francisco
40037;200;82;51;Venezuela;Zulia;Santa Rita
40038;179;170;87;Venezuela;Zulia;Simón Bolívar
40039;162;109;205;Venezuela;Zulia;Sucre
40040;200;108;113;Venezuela;Zulia;Valmore Rodríguez
40041;169;217;93;Virgin Islands, U.S.;Saint Croix;Anna's Hope Village
40042;232;223;50;Virgin Islands, U.S.;Saint Croix;Christiansted
40043;193;162;134;Virgin Islands, U.S.;Saint Croix;East End
40044;126;114;81;Virgin Islands, U.S.;Saint Croix;Frederiksted
40045;176;71;200;Virgin Islands, U.S.;Saint Croix;Northcentral
40046;251;47;59;Virgin Islands, U.S.;Saint Croix;Northwest
40047;148;207;234;Virgin Islands, U.S.;Saint Croix;Sion Farm
40048;128;122;213;Virgin Islands, U.S.;Saint Croix;Southcentral
40049;254;129;129;Virgin Islands, U.S.;Saint Croix;Southwest
40050;134;222;60;Virgin Islands, U.S.;Saint John;Central
40051;115;200;220;Virgin Islands, U.S.;Saint John;Coral Bay
40052;244;232;132;Virgin Islands, U.S.;Saint John;Cruz Bay
40053;121;107;185;Virgin Islands, U.S.;Saint John;East End
40054;139;184;221;Virgin Islands, U.S.;Saint Thomas;Charlotte Amalie
40055;100;80;156;Virgin Islands, U.S.;Saint Thomas;East End
40056;136;213;188;Virgin Islands, U.S.;Saint Thomas;Northside
40057;56;193;48;Virgin Islands, U.S.;Saint Thomas;Southside
40058;184;74;57;Virgin Islands, U.S.;Saint Thomas;Tutu
40059;191;197;68;Virgin Islands, U.S.;Saint Thomas;Water Island
40060;226;62;161;Virgin Islands, U.S.;Saint Thomas;West End
40061;152;185;89;Vanuatu;Malampa;Central Malekula
40062;238;95;209;Vanuatu;Malampa;North Ambrym
40063;139;224;80;Vanuatu;Malampa;North East Malekula
40064;61;244;65;Vanuatu;Malampa;North West Malekula
40065;191;204;246;Vanuatu;Malampa;Paama
40066;213;124;123;Vanuatu;Malampa;South East Ambrym
40067;52;160;79;Vanuatu;Malampa;South East Malekula
40068;63;230;68;Vanuatu;Malampa;South Malekula
40069;213;192;171;Vanuatu;Malampa;South West Malekula
40070;78;214;248;Vanuatu;Malampa;West Ambrym
40071;51;87;197;Vanuatu;Penama;Central Pentecost 1
40072;174;194;225;Vanuatu;Penama;Central Pentecost 2
40073;82;219;51;Vanuatu;Penama;East Ambae
40074;218;179;187;Vanuatu;Penama;North Ambae
40075;103;173;154;Vanuatu;Penama;North Maewo
40076;170;70;63;Vanuatu;Penama;North Pentecost
40077;64;52;234;Vanuatu;Penama;South Ambae
40078;127;186;87;Vanuatu;Penama;South Maewo
40079;151;240;207;Vanuatu;Penama;South Pentecost
40080;207;54;218;Vanuatu;Penama;West Ambae
40081;165;239;237;Vanuatu;Sanma;Canal - Fanafo
40082;211;129;106;Vanuatu;Sanma;East Malo
40083;190;110;228;Vanuatu;Sanma;East Santo
40084;163;122;50;Vanuatu;Sanma;Luganville
40085;244;115;78;Vanuatu;Sanma;North Santo
40086;63;251;247;Vanuatu;Sanma;North West Santo
40087;222;53;196;Vanuatu;Sanma;South East Santo
40088;91;56;118;Vanuatu;Sanma;South Santo
40089;66;90;49;Vanuatu;Sanma;West Malo
40090;159;152;229;Vanuatu;Sanma;West Santo
40091;95;52;210;Vanuatu;Shefa;Emau
40092;106;209;179;Vanuatu;Shefa;Erakor
40093;209;233;92;Vanuatu;Shefa;Eratap
40094;240;50;230;Vanuatu;Shefa;Eton
40095;225;190;73;Vanuatu;Shefa;Ifira
40096;91;68;79;Vanuatu;Shefa;Makimae
40097;169;217;146;Vanuatu;Shefa;Malorua
40098;249;117;156;Vanuatu;Shefa;Mele
40099;145;101;153;Vanuatu;Shefa;Nguna
40100;84;122;214;Vanuatu;Shefa;North Efate
40101;81;168;186;Vanuatu;Shefa;North Tongoa
40102;140;174;118;Vanuatu;Shefa;Pango
40103;248;113;235;Vanuatu;Shefa;Port Vila
40104;78;141;227;Vanuatu;Shefa;Tongariki
40105;89;173;253;Vanuatu;Shefa;Varisu
40106;208;182;141;Vanuatu;Shefa;Vermali
40107;155;242;141;Vanuatu;Shefa;Vermaul
40108;65;159;240;Vanuatu;Shefa;Yarsu
40109;187;229;179;Vanuatu;Tafea;Aneityum
40110;99;77;87;Vanuatu;Tafea;Aniwa
40111;197;155;168;Vanuatu;Tafea;Futuna
40112;86;80;81;Vanuatu;Tafea;Middle Bush Tanna
40113;133;104;156;Vanuatu;Tafea;North Erromango
40114;100;192;60;Vanuatu;Tafea;North Tanna
40115;132;111;205;Vanuatu;Tafea;South Erromango
40116;146;201;183;Vanuatu;Tafea;South Tanna
40117;110;147;83;Vanuatu;Tafea;South West Tanna
40118;106;91;175;Vanuatu;Tafea;West Tanna
40119;160;47;89;Vanuatu;Tafea;Whitesands
40120;174;164;156;Vanuatu;Torba;Central Torba
40121;155;47;102;Vanuatu;Torba;Northern Torba
40122;212;185;150;Vanuatu;Torba;South Torba
40123;45;182;48;Vanuatu;Torba;Southern Torba
40124;92;186;242;Wallis and Futuna;Alo;Alo
40125;76;253;229;Wallis and Futuna;Singave;Sigave
40126;207;53;88;Wallis and Futuna;Uvéa;Hahake
40127;215;231;255;Wallis and Futuna;Uvéa;Hihifo
40128;220;158;241;Wallis and Futuna;Uvéa;Mua
40129;71;166;102;Samoa;A'ana;Aana Alofi I
40130;193;172;146;Samoa;A'ana;Aana Alofi II
40131;198;51;210;Samoa;A'ana;Aana Alofi III
40132;55;133;80;Samoa;A'ana;Falelatai & Samatau
40133;81;132;177;Samoa;A'ana;Lefaga & Faleseela
40134;133;209;190;Samoa;Aiga-i-le-Tai;Aiga i le Tai
40135;92;115;113;Samoa;Atua;Aleipata Itupa i Lalo
40136;49;51;232;Samoa;Atua;Aleipata Itupa i Luga
40137;178;90;83;Samoa;Atua;Anoamaa East
40138;92;138;143;Samoa;Atua;Anoamaa West
40139;95;77;233;Samoa;Atua;Falealili
40140;212;199;124;Samoa;Atua;Lepa
40141;55;83;120;Samoa;Atua;Lotofaga
40142;95;76;53;Samoa;Fa'asaleleaga;Faasaleleaga I
40143;140;225;76;Samoa;Fa'asaleleaga;Faasaleleaga II
40144;109;137;79;Samoa;Fa'asaleleaga;Faasaleleaga III
40145;154;109;201;Samoa;Fa'asaleleaga;Faasaleleaga IV
40146;126;216;209;Samoa;Gaga'emauga;Gaga'emauga II
40147;158;181;151;Samoa;Gaga'emauga;Gagaemauga I
40148;166;190;84;Samoa;Gaga'emauga;Gagaemauga II
40149;204;184;225;Samoa;Gaga'emauga;Gagaemauga III
40150;100;80;218;Samoa;Gagaifomauga;Gagaifomauga I
40151;217;219;251;Samoa;Gagaifomauga;Gagaifomauga II
40152;184;246;146;Samoa;Gagaifomauga;Gagaifomauga III
40153;231;203;169;Samoa;Palauli;Palauli East
40154;203;238;100;Samoa;Palauli;Palauli le Falefa
40155;205;182;134;Samoa;Palauli;Palauli West
40156;128;210;212;Samoa;Satupa'itea;Salega
40157;200;201;226;Samoa;Satupa'itea;Satupaitea
40158;115;128;85;Samoa;Tuamasaga;Faleata East
40159;94;167;142;Samoa;Tuamasaga;Faleata West
40160;237;248;182;Samoa;Tuamasaga;Gaga'emauga I
40161;95;204;227;Samoa;Tuamasaga;Safata
40162;115;192;183;Samoa;Tuamasaga;Sagaga le Falefa
40163;93;158;246;Samoa;Tuamasaga;Sagaga Le Usoga
40164;80;123;142;Samoa;Tuamasaga;Siumu
40165;131;178;200;Samoa;Tuamasaga;Vaimauga East
40166;97;195;82;Samoa;Tuamasaga;Vaimauga West
40167;226;83;65;Samoa;Va'a-o-Fonoti;Vaa o Fonoti
40168;189;70;68;Samoa;Vaisigano;Alataua West
40169;138;82;90;Samoa;Vaisigano;Falealupo
40170;46;131;168;Samoa;Vaisigano;Vaisigano East
40171;66;157;98;Samoa;Vaisigano;Vaisigano West
40172;126;113;156;Kosovo;Đakovica;Đakovica
40173;184;156;196;Kosovo;Đakovica;Dečani
40174;59;110;173;Kosovo;Đakovica;Orahovac
40175;243;230;177;Kosovo;Gnjilane;Gnjilane
40176;72;234;196;Kosovo;Gnjilane;Kosovska Kamenica
40177;219;180;114;Kosovo;Gnjilane;Vitina
40178;86;132;237;Kosovo;Kosovska Mitrovica;Kosovska Mitrovica
40179;132;166;114;Kosovo;Kosovska Mitrovica;Leposavić
40180;230;185;80;Kosovo;Kosovska Mitrovica;Srbica
40181;206;164;252;Kosovo;Kosovska Mitrovica;Vucitrn
40182;174;134;166;Kosovo;Kosovska Mitrovica;Zubin Potok
40183;138;197;105;Kosovo;Kosovska Mitrovica;Zvečan
40184;155;198;251;Kosovo;Pećki;Istok
40185;51;233;111;Kosovo;Pećki;Klina
40186;185;168;210;Kosovo;Pećki;Peć
40187;232;103;84;Kosovo;Pristina;Glogovac
40188;191;125;241;Kosovo;Pristina;Kosovo Polje
40189;46;56;151;Kosovo;Pristina;Lipljan
40190;58;204;238;Kosovo;Pristina;Novo Brdo
40191;178;209;160;Kosovo;Pristina;Obilić
40192;240;205;249;Kosovo;Pristina;Podujevo
40193;212;45;190;Kosovo;Pristina;Priština
40194;110;153;226;Kosovo;Prizren;Dragaš
40195;151;71;63;Kosovo;Prizren;Mališevo
40196;82;152;135;Kosovo;Prizren;Prizren
40197;156;48;169;Kosovo;Prizren;Suva Reka
40198;158;172;244;Kosovo;Uroševac;Kačanik
40199;123;190;231;Kosovo;Uroševac;Štimlje
40200;205;238;61;Kosovo;Uroševac;Štrpce
40201;214;63;174;Kosovo;Uroševac;Uroševac
40202;194;66;112;Yemen;`Adan;Al Buraiqeh
40203;221;112;128;Yemen;`Adan;Al Mansura
40204;163;107;116;Yemen;`Adan;Al Mualla
40205;73;59;164;Yemen;`Adan;Ash Shaikh Outhman
40206;46;135;243;Yemen;`Adan;Attawahi
40207;49;82;96;Yemen;`Adan;Craiter
40208;125;252;243;Yemen;`Adan;Dar Sad
40209;101;79;159;Yemen;`Adan;Khur Maksar
40210;251;201;55;Yemen;Abyan;Ahwar
40211;200;108;248;Yemen;Abyan;Al Mahfad
40212;201;183;218;Yemen;Abyan;Al Wade'a
40213;92;126;189;Yemen;Abyan;Jayshan
40214;74;236;69;Yemen;Abyan;Khanfir
40215;69;241;238;Yemen;Abyan;Lawdar
40216;105;215;63;Yemen;Abyan;Mudiyah
40217;173;51;242;Yemen;Abyan;Rasad
40218;56;69;176;Yemen;Abyan;Sarar
40219;75;77;127;Yemen;Abyan;Sibah
40220;54;246;243;Yemen;Abyan;Zingibar
40221;194;240;100;Yemen;Al Bayda';Al A'rsh
40222;48;110;226;Yemen;Al Bayda';Al Bayda
40223;225;183;212;Yemen;Al Bayda';Al Bayda City
40224;90;141;173;Yemen;Al Bayda';Al Malagim
40225;127;90;124;Yemen;Al Bayda';Al Quraishyah
40226;126;132;193;Yemen;Al Bayda';Ar Ryashyyah
40227;196;150;214;Yemen;Al Bayda';As Sawadiyah
40228;104;242;250;Yemen;Al Bayda';As Sawma'ah
40229;120;84;133;Yemen;Al Bayda';Ash Sharyah
40230;157;134;54;Yemen;Al Bayda';At Taffah
40231;114;123;181;Yemen;Al Bayda';Az Zahir
40232;65;102;207;Yemen;Al Bayda';Dhi Na'im
40233;162;146;173;Yemen;Al Bayda';Maswarah
40234;247;152;64;Yemen;Al Bayda';Mukayras
40235;217;245;205;Yemen;Al Bayda';Na'man
40236;71;124;237;Yemen;Al Bayda';Nati'
40237;185;164;103;Yemen;Al Bayda';Radman Al Awad
40238;217;139;133;Yemen;Al Bayda';Sabah
40239;135;122;110;Yemen;Al Bayda';Wald Rabi'
40240;226;183;132;Yemen;Al Dali';Ad Dhale'e
40241;195;220;113;Yemen;Al Dali';Al Azariq
40242;214;175;84;Yemen;Al Dali';Al Husha
40243;148;108;110;Yemen;Al Dali';Al Hussein
40244;108;47;235;Yemen;Al Dali';Ash Shu'ayb
40245;252;247;149;Yemen;Al Dali';Damt
40246;212;140;157;Yemen;Al Dali';Jahaf
40247;252;148;142;Yemen;Al Dali';Juban
40248;196;108;228;Yemen;Al Dali';Qa'atabah
40249;173;244;234;Yemen;Al Hudaydah;Ad Dahi
40250;135;59;194;Yemen;Al Hudaydah;Ad Durayhimi
40251;130;83;108;Yemen;Al Hudaydah;Al Garrahi
40252;108;127;162;Yemen;Al Hudaydah;Al Hajjaylah
40253;85;110;83;Yemen;Al Hudaydah;Al Hali
40254;211;96;49;Yemen;Al Hudaydah;Al Hawak
40255;45;50;48;Yemen;Al Hudaydah;Al Khawkhah
40256;66;69;172;Yemen;Al Hudaydah;Al Mansuriyah
40257;232;204;58;Yemen;Al Hudaydah;Al Marawi'ah
40258;253;202;166;Yemen;Al Hudaydah;Al Mighlaf
40259;149;209;255;Yemen;Al Hudaydah;Al Mina
40260;111;57;185;Yemen;Al Hudaydah;Al Munirah
40261;45;165;167;Yemen;Al Hudaydah;Al Qanawis
40262;71;214;242;Yemen;Al Hudaydah;Alluheyah
40263;240;200;48;Yemen;Al Hudaydah;As Salif
40264;94;160;155;Yemen;Al Hudaydah;As Sukhnah
40265;125;59;184;Yemen;Al Hudaydah;At Tuhayat
40266;84;158;227;Yemen;Al Hudaydah;Az Zaydiyah
40267;198;167;205;Yemen;Al Hudaydah;Az Zuhrah
40268;229;160;171;Yemen;Al Hudaydah;Bajil
40269;248;185;202;Yemen;Al Hudaydah;Bayt Al Faqiah
40270;118;91;255;Yemen;Al Hudaydah;Bura
40271;138;203;138;Yemen;Al Hudaydah;Hays
40272;145;206;157;Yemen;Al Hudaydah;Jabal Ra's
40273;48;228;177;Yemen;Al Hudaydah;Kamaran
40274;100;191;170;Yemen;Al Hudaydah;Zabid
40275;147;165;217;Yemen;Al Jawf;Al Ghayl
40276;70;159;148;Yemen;Al Jawf;Al Hazm
40277;111;89;52;Yemen;Al Jawf;Al Humaydat
40278;191;88;219;Yemen;Al Jawf;Al Khalq
40279;219;127;88;Yemen;Al Jawf;Al Maslub
40280;244;149;149;Yemen;Al Jawf;Al Matammah
40281;126;244;111;Yemen;Al Jawf;Al Maton
40282;125;205;185;Yemen;Al Jawf;Az Zahir
40283;94;109;68;Yemen;Al Jawf;Bart Al Anan
40284;161;160;174;Yemen;Al Jawf;Khabb wa ash Sha'af
40285;167;213;85;Yemen;Al Jawf;Kharab Al Marashi
40286;236;146;216;Yemen;Al Jawf;Rajuzah
40287;196;253;133;Yemen;Al Mahrah;Al Ghaydah
40288;75;167;223;Yemen;Al Mahrah;Al Masilah
40289;78;122;190;Yemen;Al Mahrah;Hat
40290;123;223;128;Yemen;Al Mahrah;Hawf
40291;87;243;45;Yemen;Al Mahrah;Huswain
40292;141;113;189;Yemen;Al Mahrah;Man'ar
40293;148;222;145;Yemen;Al Mahrah;Qishn
40294;179;252;141;Yemen;Al Mahrah;Sayhut
40295;176;149;156;Yemen;Al Mahrah;Shahan
40296;180;152;73;Yemen;Al Mahwit;Al Khabt
40297;140;234;198;Yemen;Al Mahwit;Al Mahwait
40298;155;224;228;Yemen;Al Mahwit;Al Mahwait City
40299;200;55;110;Yemen;Al Mahwit;Ar Rujum
40300;200;254;211;Yemen;Al Mahwit;At Tawilah
40301;237;65;174;Yemen;Al Mahwit;Bani Sa'd
40302;246;243;190;Yemen;Al Mahwit;Hufash
40303;207;150;218;Yemen;Al Mahwit;Milhan
40304;114;192;214;Yemen;Al Mahwit;Shibam Kawkaban
40305;88;167;254;Yemen;Amanat Al Asimah;Al Wahdah
40306;119;229;181;Yemen;Amanat Al Asimah;As Sabain
40307;158;190;71;Yemen;Amanat Al Asimah;Assafi'yah
40308;80;75;249;Yemen;Amanat Al Asimah;At Tahrir
40309;242;61;252;Yemen;Amanat Al Asimah;Ath'thaorah
40310;196;197;160;Yemen;Amanat Al Asimah;Az'zal
40311;157;53;154;Yemen;Amanat Al Asimah;Bani Al Harith
40312;143;83;224;Yemen;Amanat Al Asimah;Ma'ain
40313;178;140;148;Yemen;Amanat Al Asimah;Old City
40314;135;111;137;Yemen;Amanat Al Asimah;Shu'aub
40315;130;151;68;Yemen;Amran;Al Ashah
40316;142;244;93;Yemen;Amran;Al Madan
40317;100;158;161;Yemen;Amran;Al Qaflah
40318;199;92;204;Yemen;Amran;Amran
40319;146;130;185;Yemen;Amran;As Sawd
40320;108;68;117;Yemen;Amran;As Sudah
40321;214;147;153;Yemen;Amran;Bani Suraim
40322;78;200;123;Yemen;Amran;Dhi Bin
40323;200;68;92;Yemen;Amran;Habur Zulaymah
40324;95;83;222;Yemen;Amran;Harf Sufyan
40325;110;102;193;Yemen;Amran;Huth
40326;188;210;116;Yemen;Amran;Iyal Surayh
40327;222;87;166;Yemen;Amran;Jabal Iyal Yazid
40328;64;64;238;Yemen;Amran;Khamir
40329;123;177;153;Yemen;Amran;Kharif
40330;118;91;151;Yemen;Amran;Maswar
40331;174;79;94;Yemen;Amran;Raydah
40332;211;199;232;Yemen;Amran;Shaharah
40333;136;112;67;Yemen;Amran;Suwayr
40334;92;166;102;Yemen;Amran;Thula
40335;224;60;220;Yemen;Dhamar;Al Hada
40336;114;115;212;Yemen;Dhamar;Al Manar
40337;174;169;190;Yemen;Dhamar;Anss
40338;156;205;108;Yemen;Dhamar;Dawran Aness
40339;131;131;156;Yemen;Dhamar;Dhamar City
40340;235;139;166;Yemen;Dhamar;Jabal Ash sharq
40341;194;96;165;Yemen;Dhamar;Jahran
40342;122;112;94;Yemen;Dhamar;Maghirib Ans
40343;48;117;202;Yemen;Dhamar;Mayfa'at Anss
40344;195;125;202;Yemen;Dhamar;Utmah
40345;190;74;191;Yemen;Dhamar;Wusab Al Ali
40346;106;215;255;Yemen;Dhamar;Wusab As Safil
40347;147;242;248;Yemen;Hadramawt;Ad Dis
40348;160;191;187;Yemen;Hadramawt;Adh Dhlia'ah
40349;238;175;203;Yemen;Hadramawt;Al Abr
40350;135;82;229;Yemen;Hadramawt;Al Mukalla
40351;59;95;81;Yemen;Hadramawt;Al Mukalla City
40352;215;154;230;Yemen;Hadramawt;Al Qaf
40353;145;52;157;Yemen;Hadramawt;Al Qatn
40354;231;199;68;Yemen;Hadramawt;Amd
40355;107;125;79;Yemen;Hadramawt;Ar Raydah Wa Qusayar
40356;55;170;183;Yemen;Hadramawt;As Sawm
40357;167;65;94;Yemen;Hadramawt;Ash Shihr
40358;178;85;159;Yemen;Hadramawt;Brom Mayfa
40359;121;158;68;Yemen;Hadramawt;Daw'an
40360;75;220;94;Yemen;Hadramawt;Ghayl Ba Wazir
40361;125;65;64;Yemen;Hadramawt;Ghayl Bin Yamin
40362;88;66;154;Yemen;Hadramawt;Hagr As Sai'ar
40363;70;66;74;Yemen;Hadramawt;Hajr
40364;179;111;228;Yemen;Hadramawt;Hidaybu
40365;100;86;230;Yemen;Hadramawt;Huraidhah
40366;219;129;56;Yemen;Hadramawt;Qulensya Wa Abd Al Kuri
40367;172;50;132;Yemen;Hadramawt;Rakhyah
40368;243;108;69;Yemen;Hadramawt;Rumah
40369;211;213;91;Yemen;Hadramawt;Sah
40370;143;102;114;Yemen;Hadramawt;Sayun
40371;97;112;179;Yemen;Hadramawt;Shibam
40372;125;128;239;Yemen;Hadramawt;Tarim
40373;47;137;112;Yemen;Hadramawt;Thamud
40374;220;123;149;Yemen;Hadramawt;Wadi Al Ayn
40375;217;164;119;Yemen;Hadramawt;Yabuth
40376;181;93;173;Yemen;Hadramawt;Zamakh wa Manwakh
40377;54;130;162;Yemen;Hajjah;Abs
40378;99;254;244;Yemen;Hajjah;Aflah Al Yaman
40379;215;102;246;Yemen;Hajjah;Aflah Ash Shawm
40380;131;139;165;Yemen;Hajjah;Al Jamimah
40381;137;212;204;Yemen;Hajjah;Al Maghrabah
40382;57;192;164;Yemen;Hajjah;Al Mahabishah
40383;93;68;216;Yemen;Hajjah;Al Miftah
40384;233;70;145;Yemen;Hajjah;Ash Shaghadirah
40385;138;189;253;Yemen;Hajjah;Ash Shahil
40386;163;215;167;Yemen;Hajjah;Aslem
40387;158;221;203;Yemen;Hajjah;Bakil Al Mir
40388;234;116;159;Yemen;Hajjah;Bani Al Awam
40389;180;201;221;Yemen;Hajjah;Bani Qa'is
40390;226;71;174;Yemen;Hajjah;Hajjah
40391;219;61;153;Yemen;Hajjah;Hajjah City
40392;202;147;154;Yemen;Hajjah;Harad
40393;95;242;200;Yemen;Hajjah;Hayran
40394;88;229;242;Yemen;Hajjah;Khayran Al Muharraq
40395;165;79;69;Yemen;Hajjah;Ku'aydinah
40396;200;83;77;Yemen;Hajjah;Kuhlan Affar
40397;94;241;241;Yemen;Hajjah;Kuhlan Ash Sharaf
40398;82;126;250;Yemen;Hajjah;Kushar
40399;98;237;188;Yemen;Hajjah;Mabyan
40400;125;55;120;Yemen;Hajjah;Midi
40401;83;146;135;Yemen;Hajjah;Mustaba
40402;126;187;143;Yemen;Hajjah;Najrah
